Movie_ID;color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score;aspect_ratio;movie_facebook_likes;imdbID;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID
3564; Black and White;William Wyler;97.0;172.0;355.0;188.0;Teresa Wright;749.0;23650000.0;Drama|Romance|War;Myrna Loy;The Best Years of Our Lives ;40359.0;1941.0;Dana Andrews;5.0;love|pity|readjusting to civilian life|veteran|world war two veteran;http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1;235.0;English;USA;Not Rated;2100000.0;1946.0;208.0;8.1;1.37;0.0;tt0036868;The Best Years of Our Lives;1946;Approved;29 May 1947;170 min;Drama, Romance, War;William Wyler;Robert E. Sherwood, MacKinlay Kantor;Myrna Loy, Dana Andrews, Fredric March;Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.;English;United States;Won 7 Oscars. 21 wins & 3 nominations total;https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.1/10'};93.0;8.1;72,322;movie;Inconnu;$23,650,000;Inconnu;;True;;;;
3284;Color;Alfred Hitchcock;97.0;95.0;13000.0;82.0;Rhonda Fleming;472.0;47511360.0;Film-Noir|Mystery|Romance|Thriller;Norman Lloyd;Spellbound ;32927.0;896.0;Leo G. Carroll;1.0;amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder;http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1;161.0;English;USA;Unrated;1696377.0;1945.0;239.0;7.6;1.37;0.0;tt0038109;Spellbound;1945;Approved;28 Dec 1945;111 min;Drama, Film-Noir, Mystery;Alfred Hitchcock;Ben Hecht, John Palmer, Hilary St George Saunders;Ingrid Bergman, Gregory Peck, Michael Chekhov;A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.;English;United States;Won 1 Oscar. 7 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BYmMxNWY2MjItMWQyMi00MmNiLTk3ZTUtNjRlOTZhNzVjNzc0XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.5/10'};78.0;7.5;53,812;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3340;Color;Walter Lang;17.0;100.0;9.0;37.0;Jeanne Crain;188.0;47511360.0;Musical|Romance;Dana Andrews;State Fair ;2756.0;496.0;Frank McHugh;2.0;fair|farm|iowa|newspaper|state fair;http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1;55.0;English;USA;Approved;37867215.0;1945.0;135.0;7.1;1.37;501.0;tt0038116;State Fair;1945;Approved;30 Aug 1945;100 min;Comedy, Drama, Musical;Walter Lang;Oscar Hammerstein II, Philip Stong, Sonya Levien;Jeanne Crain, Dana Andrews, Dick Haymes;Each member of the Frake clan has his/her own reason for attending the annual Iowa State Fair.;English;United States;Won 1 Oscar. 4 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BYWJmOTQyZDktM2VkMC00NmMyLWJkMzItOTkyNDA1NmExMzIwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.0/10'};54.0;7.0;4,781;movie;Inconnu;Inconnu;Inconnu;;True;;;;
2625; Black and White;John Reinhardt;1.0;68.0;2.0;75.0;John Ireland;142.0;47511360.0;Crime|Drama;Sheldon Leonard;Open Secret ;67.0;354.0;Arthur O'Connell;3.0;anti semitism|gangster;http://www.imdb.com/title/tt0040671/?ref_=fn_tt_tt_1;9.0;English;USA;Approved;37867215.0;1948.0;86.0;7.1;1.37;10.0;tt0040671;Open Secret;1948;Approved;14 Feb 1948;68 min;Crime, Drama, Film-Noir;John Reinhardt;Henry Blankfort, John Bright, Ted Murkland;John Ireland, Jane Randolph, Sheldon Leonard;"Newlyweds come to visit groom's friend, only to discover him missing; and their investigation uncovers evidence of a ring of anti-semites terrorizing the neighborhood.";English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BNTBmNDhiOTItMGY4ZS00ZGUyLTk4MzQtM2ZkM2NlNDg0ZTYwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.4/10'};54.0;6.4;350;movie;Inconnu;Inconnu;Inconnu;;True;;;;
2874; Black and White;Howard Hawks;91.0;126.0;393.0;281.0;Walter Brennan;862.0;47511360.0;Action|Adventure|Romance|Western;Montgomery Clift;Red River ;21316.0;2269.0;Harry Carey Jr.;0.0;cattle|cattle drive|cowboy|kansas|texas;http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1;162.0;English;USA;Approved;3000000.0;1948.0;376.0;7.8;1.37;0.0;tt0040724;Red River;1948;Approved;17 Sep 1948;133 min;Drama, Western;Howard Hawks, Arthur Rosson;Borden Chase, Charles Schnee;John Wayne, Montgomery Clift, Joanne Dru;Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.;English, Spanish;United States;Nominated for 2 Oscars. 2 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BMTM2NDA3NTQ2OF5BMl5BanBnXkFtZTcwODUzNzU2NA@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.8/10'};96.0;7.8;35,194;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3020; Black and White;Allan Dwan;40.0;109.0;23.0;88.0;Richard Jaeckel;183.0;47511360.0;Action|Drama|Romance|War;James Brown;Sands of Iwo Jima ;7346.0;510.0;Forrest Tucker;0.0;battle|combat|heroic military|sergeant|tarawa;http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1;69.0;English;USA;Approved;1000000.0;1949.0;102.0;7.2;1.37;624.0;tt0041841;Sands of Iwo Jima;1949;Approved;01 Mar 1950;100 min;Action, Drama, Romance;Allan Dwan;Harry Brown, James Edward Grant;John Wayne, John Agar, Adele Mara;Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of disci...;English;United States;Nominated for 4 Oscars. 1 win & 5 nominations total;https://m.media-amazon.com/images/M/MV5BNTg5ZGI1YjUtYzUwMS00YTE0LThkNGEtMmNhZWYwOTY5MDRjXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.0/10'};75.0;7.0;11,865;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3127;Color;John Ford;55.0;103.0;673.0;89.0;Ben Johnson;281.0;47511360.0;Western;Harry Carey Jr.;She Wore a Yellow Ribbon ;11920.0;955.0;Victor McLaglen;1.0;captain|cavalry|fort|retirement|yellow ribbon;http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1;90.0;English;USA;Unrated;1600000.0;1949.0;230.0;7.4;1.37;721.0;tt0041866;She Wore a Yellow Ribbon;1949;Approved;22 Oct 1949;104 min;Drama, Western;John Ford;James Warner Bellah, Frank S. Nugent, Laurence Stallings;John Wayne, Joanne Dru, John Agar;Captain Nathan Brittles, on the eve of retirement, takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled.;English, Spanish;United States;Won 1 Oscar. 2 wins & 1 nomination total;https://m.media-amazon.com/images/M/MV5BNmNhMzcyNzktOTgxOC00OGY2LTkyZTAtYTBjN2ZiNDQ5NTJjXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.2/10'};87.0;7.2;20,389;movie;Inconnu;Inconnu;Inconnu;;True;;;;
2823;Color;Mervyn LeRoy;54.0;171.0;54.0;346.0;Deborah Kerr;440.0;47511360.0;Biography|Drama|History|Romance;Peter Ustinov;Quo Vadis ;9808.0;1373.0;Robert Taylor;0.0;christian|emperor|general|hostage|nero;http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1;90.0;English;USA;Passed;7623000.0;1951.0;426.0;7.2;1.37;1000.0;tt0043949;Quo Vadis;1951;Approved;25 Dec 1951;171 min;Drama, Romance;Mervyn LeRoy, Anthony Mann;John Lee Mahin, S.N. Behrman, Sonya Levien;Robert Taylor, Deborah Kerr, Leo Genn;After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.;English;United States;Nominated for 8 Oscars. 9 wins & 10 nominations total;https://m.media-amazon.com/images/M/MV5BMzIwYWEwMmMtNjBkMy00MzVmLTk5Y2UtZTMwODkzZjMzNzY4XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.1/10'};65.0;7.1;17,840;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3151;Color;George Sidney;14.0;108.0;24.0;244.0;Ava Gardner;960.0;47511360.0;Drama|Family|Musical|Romance;Agnes Moorehead;Show Boat ;3538.0;2329.0;Howard Keel;3.0;gambling|interracial marriage|love|miscegenation|showboat;http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1;46.0;English;USA;Approved;2295429.0;1951.0;715.0;7.0;1.33;438.0;tt0044030;Show Boat;1951;Approved;24 Sep 1951;108 min;Drama, Family, Musical;George Sidney;John Lee Mahin, Jerome Kern, Oscar Hammerstein II;Kathryn Grayson, Ava Gardner, Howard Keel;The daughter of a riverboat captain falls in love with a charming gambler, but their fairy tale romance is threatened after his luck turns sour.;English;United States;Nominated for 2 Oscars. 4 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BNmMyMjE1NzAtM2Q0OS00NTY5LTlmYzEtODY0MTQ3OTQzYTNlXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.8/10'};54.0;6.8;5,467;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3182;Color;Stanley Donen;169.0;103.0;134.0;390.0;Debbie Reynolds;804.0;47511360.0;Comedy|Musical|Romance;Rita Moreno;Singin' in the Rain ;150020.0;2510.0;Cyd Charisse;0.0;actress|chorus girl|fan|friend|love;http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1;568.0;English;USA;Approved;2540800.0;1952.0;786.0;8.3;1.37;0.0;tt0045152;Singin' in the Rain;1952;G;10 Apr 1952;103 min;Comedy, Musical, Romance;Stanley Donen, Gene Kelly;Betty Comden, Adolph Green;Gene Kelly, Donald O'Connor, Debbie Reynolds;A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.;English;United States;Nominated for 2 Oscars. 11 wins & 11 nominations total;https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.3/10'};99.0;8.3;277,866;movie;Inconnu;$1,884,537;Inconnu;;True;;;;
3553; Black and White;Eugène Lourié;67.0;80.0;7.0;21.0;Cecil Kellaway;57.0;5000000.0;Adventure|Horror|Sci-Fi;Kenneth Tobey;The Beast from 20,000 Fathoms ;4812.0;205.0;Ross Elliott;0.0;arctic|beast|dinosaur|monster|rhedosaurus;http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1;88.0;English;USA;Approved;210000.0;1953.0;40.0;6.7;1.37;465.0;tt0045546;The Beast from 20,000 Fathoms;1953;Approved;13 Jun 1953;80 min;Horror, Sci-Fi;Eugène Lourié;Lou Morheim, Fred Freiberger, Ray Bradbury;Paul Hubschmid, Paula Raymond, Cecil Kellaway;A ferocious dinosaur awakened by an Arctic atomic test terrorizes the North Atlantic and, ultimately, New York City.;English, French;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BMjNkMjEzOWMtMGFhMS00ZDk1LWE3N2MtZTA1YmIzYTZjMDRmXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.6/10'};54.0;6.6;9,100;movie;Inconnu;Inconnu;Inconnu;;True;;;;
2521;Color;Henry Hathaway;74.0;92.0;83.0;48.0;Jean Peters;469.0;47511360.0;Crime|Film-Noir|Thriller;Joseph Cotten;Niagara ;11047.0;683.0;Will Wright;0.0;hitchcockian|husband murders wife|murder|niagara falls|overhead shot;http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1;116.0;English;USA;Approved;1250000.0;1953.0;79.0;7.1;1.37;1000.0;tt0046126;Niagara;1953;Approved;01 Feb 1953;92 min;Film-Noir, Thriller;Henry Hathaway;Charles Brackett, Walter Reisch, Richard L. Breen;Marilyn Monroe, Joseph Cotten, Jean Peters;As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.;English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BYTJiODA4ZmItZDE1MS00ODk4LTkyODYtNTk5ODdhY2Q4MTFhXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.0/10'};70.0;7.0;20,329;movie;Inconnu;Inconnu;Inconnu;;True;;;;
2600; Black and White;Elia Kazan;134.0;108.0;603.0;279.0;Karl Malden;10000.0;9600000.0;Crime|Drama|Romance;Marlon Brando;On the Waterfront ;100890.0;11094.0;Rod Steiger;2.0;death|dock|longshoreman|murder|union;http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1;281.0;English;USA;Not Rated;910000.0;1954.0;416.0;8.2;1.85;0.0;tt0047296;On the Waterfront;1954;Approved;22 Jun 1954;108 min;Crime, Drama, Thriller;Elia Kazan;Budd Schulberg, Malcolm Johnson, Robert Siodmak;Marlon Brando, Karl Malden, Lee J. Cobb;An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.;English, Latin;United States;Won 8 Oscars. 30 wins & 11 nominations total;https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.1/10'};91.0;8.1;172,324;movie;Inconnu;Inconnu;Inconnu;;True;;;;
3090; Black and White;Akira Kurosawa;153.0;202.0;0.0;4.0;Minoru Chiaki;304.0;269061.0;Action|Adventure|Drama;Takashi Shimura;Seven Samurai ;229012.0;338.0;Kamatari Fujiwara;6.0;16th century|battle|japan|practice|samurai;http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1;596.0;Japanese;Japan;Unrated;2000000.0;1954.0;8.0;8.7;1.37;11000.0;tt0047478;Seven Samurai;1954;Not Rated;19 Nov 1956;207 min;Action, Drama;Akira Kurosawa;Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni;Toshirô Mifune, Takashi Shimura, Keiko Tsushima;Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.;Japanese;Japan;Nominated for 2 Oscars. 5 wins & 9 nominations total;https://m.media-amazon.com/images/M/MV5BZjliMWExOTMtZDQ3ZS00NWU3LWIyN2EtMjllNzk3ZTNlYzg4XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.6/10'};98.0;8.6;391,392;movie;Inconnu;$820,278;Inconnu;;True;;;;
